ddate,timestamp,calculated_vix,market_vix,dte1,dte2,f1,f2,k0_1,k0_2,sigma1,sigma2,r1,r2,call_volume,put_volume,put_call_volume_ratio,call_oi,put_oi,put_call_oi_ratio,avg_call_iv,avg_put_iv,put_call_iv_ratio,otm_put_iv_skew,vix_diff,calc_time
2018-09-12,2024-12-22 14:23:05.770363,13.162630914383596,13.140000343322754,30,37,2889.8998263362673,2890.601272559449,2890.0,2890.0,0.016413617613627165,0.01768719606317946,0.0199996691566667,0.0199996691566667,45007,102652,2.2808007643255492,675352,1448852,2.1453286582404436,0.18788325688073396,0.22968868501529052,1.2225074699503116,1.407335838178594,0.02263057106084254,1.370659589767456
2018-09-13,2024-12-22 14:23:07.156807,12.404390139666155,12.369999885559082,29,36,2906.602690800093,2907.4049584578197,2905.0,2905.0,0.014356555546655537,0.01565417439539911,0.0199996691566667,0.0199996691566667,60714,185256,3.0512896531277796,597466,1207498,2.0210321591521527,0.2228390652557319,0.2178380070546737,0.9775575337505614,1.4743212311759597,0.034390254107073304,1.3862454891204834
2018-09-14,2024-12-22 14:23:08.528978,12.04577759338337,12.069999694824219,28,35,2908.0968936411614,2909.0480941661813,2910.0,2910.0,0.013254126655872719,0.014851797968539542,0.020098671706002862,0.020098671706002862,56596,114862,2.029507385680967,614750,1333523,2.1692118747458315,0.19337772925764193,0.22589982532751093,1.168179118633351,1.4182939505584875,0.024222101440848576,1.3719680309295654
2018-09-17,2024-12-22 14:23:10.142561,13.675889505435876,13.680000305175781,25,32,2892.5036736868196,2893.3970549942924,2895.0,2895.0,0.017160629770744895,0.018040546622820126,0.020098671706002862,0.020098671706002862,64328,104754,1.6284355179704018,628078,1351243,2.151393616716395,0.2295878546099291,0.23127597517730492,1.0073528304458612,1.4679165048507206,0.0041107997399052465,1.6133952140808105
2018-09-18,2024-12-22 14:23:11.500993,12.74284435763779,12.789999961853027,24,31,2908.3977036101887,2909.298731691138,2910.0,2910.0,0.014517451074074391,0.015626326179882688,0.020395649952892274,0.020395649952892274,65232,143900,2.2059725288202108,652437,1357253,2.0802820808752416,0.23976148582600196,0.2278114369501466,0.9501585968460019,1.4677229215220708,0.0471556042152379,1.3582451343536377
2018-09-19,2024-12-22 14:23:12.881324,11.783946407046075,11.75,30,37,2912.103651547992,2913.4466799736465,2910.0,2915.0,0.013268772781071874,0.014381088565844786,0.02019766935482919,0.02019766935482919,64965,282644,4.350711921804049,728729,1482233,2.0339975491575055,0.2012636518771331,0.22108728668941977,1.0984958517218426,1.3996061179325479,0.03394640704607532,1.3801345825195312
2018-09-20,2024-12-22 14:23:14.251202,11.91402533478213,11.800000190734863,29,36,2936.5526325414003,2937.8455140262627,2935.0,2940.0,0.01330594655651737,0.014137960004475503,0.02019766935482919,0.02019766935482919,72080,135942,1.8859877913429524,637095,1311733,2.0589284172690103,0.2270127849355798,0.22311992071357778,0.9828517842151193,1.3998639883369906,0.11402514404726638,1.3695297241210938
2018-09-21,2024-12-22 14:23:15.863116,11.658937859246187,11.680000305175781,28,35,2931.1518905363655,2932.40492234831,2930.0,2930.0,0.012647364051643059,0.013577024226553528,0.020395649952892274,0.020395649952892274,125805,196845,1.5646834386550614,661452,1369722,2.070780646214691,0.24071310344827587,0.21113615763546797,0.8771278115353477,1.4491457372573588,0.021062445929594276,1.6117212772369385
2018-09-24,2024-12-22 14:23:17.237242,12.225081398725552,12.199999809265137,25,32,2922.3034278853283,2923.7476233659854,2920.0,2925.0,0.013821762622636428,0.014309887331850063,0.02059361095473646,0.02059361095473646,85444,153144,1.7923318196713638,798268,1683004,2.1083195117429234,0.21738506329113927,0.21600835443037975,0.9936669574260688,1.4336321988755698,0.025081589460414833,1.3739323616027832
2018-09-25,2024-12-22 14:23:18.581382,12.442206650740594,12.420000076293945,24,31,2918.247430370497,2919.448960968417,2920.0,2920.0,0.014079961092042107,0.01476227697908716,0.02108842775134212,0.02108842775134212,54874,123282,2.24663775194081,825261,1703313,2.0639688534899867,0.2166889455782313,0.21771437074829933,1.0047322449575438,1.43831360194189,0.022206574446649086,1.3439431190490723
2018-09-26,2024-12-22 14:23:20.198840,12.910182020230835,12.890000343322754,30,37,2909.8497266004533,2910.501113008187,2910.0,2910.0,0.015790054717467618,0.01669427351515762,0.020989474185283012,0.020989474185283012,77732,161520,2.0779087119847683,884640,1824104,2.061973232049195,0.24148399705014753,0.2128730088495575,0.8815201481253909,1.493560721960176,0.020181676908080703,1.6172585487365723
2018-09-27,2024-12-22 14:23:21.561797,12.410090953382436,12.40999984741211,29,36,2918.196837892982,2918.847518127073,2920.0,2920.0,0.014485013371013825,0.015105532211393992,0.020890515723077294,0.020890515723077294,19316,198200,10.260923586663905,245238,600379,2.448148329377992,0.20310011494252872,0.1884622988505747,0.92792807578619,1.508489711989737,9.110597032702117e-05,1.362760305404663
2018-09-28,2024-12-22 14:23:22.940109,12.156468430481743,12.119999885559082,28,35,2918.196912088491,2919.047985318145,2920.0,2920.0,0.013820907532947962,0.01436281274554549,0.02108842775134212,0.02108842775134212,24607,94344,3.8340309667980654,257551,775376,3.010572663278341,0.20226338354577053,0.18408435689455388,0.9101220085784687,1.5578526857622026,0.03646854492266094,1.3781094551086426
2018-10-11,2024-12-22 14:23:35.506304,24.972445350776063,24.979999542236328,29,36,2744.89982099601,2744.5490104117794,2745.0,2745.0,0.06002810946392677,0.054448975788979885,0.0212863201969596,0.0212863201969596,178064,417984,2.3473807170455565,548260,1306735,2.383422099004122,0.29014332514332514,0.2773440622440623,0.9558864127136467,1.5156432250799206,0.007554191460265258,1.3771250247955322
2018-10-12,2024-12-22 14:23:36.892262,21.380401269573525,21.309999465942383,28,35,2766.803116913345,2766.5031872170634,2765.0,2765.0,0.04418733183201161,0.04183306476005794,0.0212863201969596,0.0212863201969596,88156,260845,2.9589024002903943,581349,1363564,2.3455170646203913,0.23417356507679868,0.264742683912692,1.1305404340830187,1.4210404625597466,0.07040180363114246,1.3857696056365967
2018-10-15,2024-12-22 14:23:38.502580,21.507468678978984,21.299999237060547,25,32,2747.5962125768297,2747.0540522518945,2750.0,2745.0,0.04668175875226859,0.043264688239959145,0.02158312215639731,0.02158312215639731,72772,150297,2.0653135821469797,584374,1435981,2.4572978948413176,0.27244373956594325,0.2678113522537563,0.9829969030686215,1.4166867764627473,0.20746944191843752,1.61012601852417
2018-10-16,2024-12-22 14:23:39.903805,17.699569519602786,17.6200008392334,24,31,2817.303525447113,2816.6532210226164,2815.0,2815.0,0.030879445133611724,0.029521416120756424,0.021780965662345615,0.021790857323922243,56930,110924,1.9484278939047954,571127,1388941,2.4319302011636643,0.22403666092943203,0.2530611876075731,1.1295525766083585,1.3803699881370977,0.07956868036938758,1.4010341167449951
2018-10-17,2024-12-22 14:23:41.274104,17.508794761089895,17.399999618530273,30,37,2814.6994299828216,2815.551280349769,2815.0,2815.0,0.029042326798670748,0.02778552460835985,0.021879880076668568,0.021949117256051583,76171,315486,4.141812500820523,782032,1627150,2.080669333224216,0.23558723404255322,0.2480454145267792,1.0528813903472194,1.412095340576709,0.10879514255962164,1.3701038360595703
2018-10-18,2024-12-22 14:23:42.658704,20.095399787907997,20.059999465942383,29,36,2771.10199703159,2771.9544039358348,2770.0,2770.0,0.038901062952027415,0.03678970591531618,0.021780965662345615,0.02186009758516283,69098,218827,3.166907869981765,709748,1575414,2.21968078811071,0.2683395614035088,0.25876798245614036,0.9643303473505518,1.413355048840897,0.03540032196561427,1.3844056129455566
